"No.","Time","Source","Destination","Protocol","Length","Info"
"34","15.412151","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xb795, seq=24514/49759, ttl=64 (reply in 35)"
"35","15.471805","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xb795, seq=24514/49759, ttl=60 (request in 34)"
"36","16.473168","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xb895, seq=24515/50015, ttl=64 (reply in 37)"
"37","16.532276","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xb895, seq=24515/50015, ttl=60 (request in 36)"
"38","17.470550","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"39","17.533279","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xb995, seq=24516/50271, ttl=64 (reply in 40)"
"40","17.593981","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xb995, seq=24516/50271, ttl=60 (request in 39)"
"41","18.594700","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xba95, seq=24517/50527, ttl=64 (reply in 42)"
"42","18.656448","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xba95, seq=24517/50527, ttl=60 (request in 41)"
"43","19.657463","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xbb95, seq=24518/50783, ttl=64 (reply in 44)"
"44","19.701832","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xbb95, seq=24518/50783, ttl=60 (request in 43)"
"45","20.456683","ca:01:38:f4:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","350","Device ID: R1  Port ID: FastEthernet0/0  "
"46","20.703340","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xbc95, seq=24519/51039, ttl=64 (reply in 47)"
"47","20.745572","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xbc95, seq=24519/51039, ttl=60 (request in 46)"
"48","21.746428","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xbd95, seq=24520/51295, ttl=64 (reply in 49)"
"49","21.817166","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xbd95, seq=24520/51295, ttl=60 (request in 48)"
"50","22.817981","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xbe95, seq=24521/51551, ttl=64 (reply in 51)"
"51","22.885869","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xbe95, seq=24521/51551, ttl=60 (request in 50)"
"52","23.887673","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xbf95, seq=24522/51807, ttl=64 (reply in 54)"
"53","23.891828","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"54","23.943419","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xbf95, seq=24522/51807, ttl=60 (request in 52)"
"55","24.944874","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xc095, seq=24523/52063, ttl=64 (reply in 56)"
"56","25.017727","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xc095, seq=24523/52063, ttl=60 (request in 55)"
"57","26.020731","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xc195, seq=24524/52319, ttl=64 (reply in 58)"
"58","26.092985","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xc195, seq=24524/52319, ttl=60 (request in 57)"
"59","27.094103","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xc295, seq=24525/52575, ttl=64 (reply in 60)"
"60","27.145111","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xc295, seq=24525/52575, ttl=60 (request in 59)"
"61","27.468640","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"62","28.146608","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xc395, seq=24526/52831, ttl=64 (reply in 63)"
"63","28.192274","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xc395, seq=24526/52831, ttl=60 (request in 62)"
"64","29.192593","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xc495, seq=24527/53087, ttl=64 (reply in 65)"
"65","29.253829","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xc495, seq=24527/53087, ttl=60 (request in 64)"
"66","30.254909","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xc595, seq=24528/53343, ttl=64 (reply in 67)"
"67","30.305607","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xc595, seq=24528/53343, ttl=60 (request in 66)"
"68","31.307338","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xc795, seq=24529/53599, ttl=64 (reply in 69)"
"69","31.369093","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xc795, seq=24529/53599, ttl=60 (request in 68)"
"70","32.369302","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xc895, seq=24530/53855, ttl=64 (reply in 71)"
"71","32.421775","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xc895, seq=24530/53855, ttl=60 (request in 70)"
"72","33.422487","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xc995, seq=24531/54111, ttl=64 (reply in 74)"
"73","33.423404","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"74","33.464585","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xc995, seq=24531/54111, ttl=60 (request in 72)"
"75","34.466405","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xca95, seq=24532/54367, ttl=64 (reply in 76)"
"76","34.515831","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xca95, seq=24532/54367, ttl=60 (request in 75)"
"77","35.516856","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xcb95, seq=24533/54623, ttl=64 (no response found!)"
"78","35.522997","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"79","36.524174","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xcc95, seq=24534/54879, ttl=64 (no response found!)"
"80","36.526116","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"81","37.487738","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"82","37.527591","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xcd95, seq=24535/55135, ttl=64 (no response found!)"
"83","37.528489","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"84","38.528898","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xce95, seq=24536/55391, ttl=64 (no response found!)"
"85","38.537293","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"86","39.538483","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xcf95, seq=24537/55647, ttl=64 (no response found!)"
"87","39.539281","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"88","40.540386","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xd095, seq=24538/55903, ttl=64 (no response found!)"
"89","40.551048","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"90","41.552627","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xd195, seq=24539/56159, ttl=64 (no response found!)"
"91","41.564315","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"92","42.566021","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xd295, seq=24540/56415, ttl=64 (no response found!)"
"93","42.572418","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"94","42.705484","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"95","43.573797","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xd395, seq=24541/56671, ttl=64 (no response found!)"
"96","43.581721","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"97","44.582381","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xd495, seq=24542/56927, ttl=64 (no response found!)"
"98","44.593397","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"99","45.594185","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xd595, seq=24543/57183, ttl=64 (reply in 100)"
"100","45.657766","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xd595, seq=24543/57183, ttl=60 (request in 99)"
"101","46.658451","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xd695, seq=24544/57439, ttl=64 (reply in 102)"
"102","46.712174","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xd695, seq=24544/57439, ttl=60 (request in 101)"
"103","47.488990","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"104","47.713824","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xd795, seq=24545/57695, ttl=64 (reply in 105)"
"105","47.768418","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xd795, seq=24545/57695, ttl=60 (request in 104)"
"106","48.768854","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xd895, seq=24546/57951, ttl=64 (reply in 107)"
"107","48.816099","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xd895, seq=24546/57951, ttl=60 (request in 106)"
"108","49.817808","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xd995, seq=24547/58207, ttl=64 (reply in 109)"
"109","49.890645","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xd995, seq=24547/58207, ttl=60 (request in 108)"
"110","50.894099","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xda95, seq=24548/58463, ttl=64 (reply in 111)"
"111","50.936980","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xda95, seq=24548/58463, ttl=60 (request in 110)"
"112","51.940127","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xdb95, seq=24549/58719, ttl=64 (reply in 113)"
"113","51.987406","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xdb95, seq=24549/58719, ttl=60 (request in 112)"
"114","52.060030","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"115","52.989072","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xdc95, seq=24550/58975, ttl=64 (reply in 116)"
"116","53.033925","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xdc95, seq=24550/58975, ttl=60 (request in 115)"
"117","54.034953","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xdd95, seq=24551/59231, ttl=64 (reply in 118)"
"118","54.084982","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xdd95, seq=24551/59231, ttl=60 (request in 117)"
"119","55.085411","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xde95, seq=24552/59487, ttl=64 (reply in 120)"
"120","55.127787","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xde95, seq=24552/59487, ttl=60 (request in 119)"
"121","56.128450","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xdf95, seq=24553/59743, ttl=64 (reply in 122)"
"122","56.183272","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xdf95, seq=24553/59743, ttl=60 (request in 121)"
"123","57.184806","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xe095, seq=24554/59999, ttl=64 (reply in 124)"
"124","57.250503","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xe095, seq=24554/59999, ttl=60 (request in 123)"
"125","57.478141","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"126","58.252457","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xe195, seq=24555/60255, ttl=64 (reply in 127)"
"127","58.313237","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xe195, seq=24555/60255, ttl=60 (request in 126)"
"128","59.314107","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xe395, seq=24556/60511, ttl=64 (reply in 129)"
"129","59.376593","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xe395, seq=24556/60511, ttl=60 (request in 128)"
"130","60.378410","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xe495, seq=24557/60767, ttl=64 (reply in 131)"
"131","60.427164","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xe495, seq=24557/60767, ttl=60 (request in 130)"
"132","61.429767","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xe595, seq=24558/61023, ttl=64 (reply in 133)"
"133","61.477064","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xe595, seq=24558/61023, ttl=60 (request in 132)"
"134","61.931668","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"135","62.479392","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xe695, seq=24559/61279, ttl=64 (reply in 136)"
"136","62.521596","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xe695, seq=24559/61279, ttl=60 (request in 135)"
"137","63.522818","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xe795, seq=24560/61535, ttl=64 (reply in 138)"
"138","63.567822","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xe795, seq=24560/61535, ttl=60 (request in 137)"
"139","64.569542","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xe895, seq=24561/61791, ttl=64 (reply in 140)"
"140","64.650111","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xe895, seq=24561/61791, ttl=60 (request in 139)"
"141","65.651457","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xe995, seq=24562/62047, ttl=64 (reply in 142)"
"142","65.713442","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xe995, seq=24562/62047, ttl=60 (request in 141)"
"143","66.714827","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xea95, seq=24563/62303, ttl=64 (reply in 144)"
"144","66.791337","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xea95, seq=24563/62303, ttl=60 (request in 143)"
"145","67.482444","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"146","67.792293","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xeb95, seq=24564/62559, ttl=64 (reply in 147)"
"147","67.855756","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xeb95, seq=24564/62559, ttl=60 (request in 146)"
"148","68.858432","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xec95, seq=24565/62815, ttl=64 (reply in 149)"
"149","68.919958","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xec95, seq=24565/62815, ttl=60 (request in 148)"
"150","69.920625","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xed95, seq=24566/63071, ttl=64 (reply in 151)"
"151","69.995987","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xed95, seq=24566/63071, ttl=60 (request in 150)"
"152","70.997539","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xee95, seq=24567/63327, ttl=64 (reply in 153)"
"153","71.058474","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xee95, seq=24567/63327, ttl=60 (request in 152)"
"154","71.617542","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"155","72.060039","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xef95, seq=24568/63583, ttl=64 (reply in 156)"
"156","72.103399","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xef95, seq=24568/63583, ttl=60 (request in 155)"
"157","73.104214","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xf095, seq=24569/63839, ttl=64 (reply in 158)"
"158","73.158804","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xf095, seq=24569/63839, ttl=60 (request in 157)"
"159","74.159592","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xf195, seq=24570/64095, ttl=64 (reply in 160)"
"160","74.204163","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xf195, seq=24570/64095, ttl=60 (request in 159)"
"161","75.205100","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xf295, seq=24571/64351, ttl=64 (reply in 162)"
"162","75.271739","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xf295, seq=24571/64351, ttl=60 (request in 161)"
"163","76.272929","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xf495, seq=24572/64607, ttl=64 (reply in 164)"
"164","76.321870","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xf495, seq=24572/64607, ttl=60 (request in 163)"
"165","77.322505","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xf595, seq=24573/64863, ttl=64 (reply in 166)"
"166","77.381158","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xf595, seq=24573/64863, ttl=60 (request in 165)"
"167","77.515486","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"168","78.381441","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xf695, seq=24574/65119, ttl=64 (reply in 169)"
"169","78.441846","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xf695, seq=24574/65119, ttl=60 (request in 168)"
"170","79.443104","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xf795, seq=24575/65375, ttl=64 (reply in 171)"
"171","79.489783","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xf795, seq=24575/65375, ttl=60 (request in 170)"
"172","80.480250","ca:01:38:f4:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","350","Device ID: R1  Port ID: FastEthernet0/0  "
"173","80.491746","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xf895, seq=24576/96, ttl=64 (reply in 174)"
"174","80.543170","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xf895, seq=24576/96, ttl=60 (request in 173)"
"175","80.802731","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"176","81.543445","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xf995, seq=24577/352, ttl=64 (reply in 177)"
"177","81.598082","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xf995, seq=24577/352, ttl=60 (request in 176)"
"178","82.598903","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xfa95, seq=24578/608, ttl=64 (reply in 179)"
"179","82.653464","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xfa95, seq=24578/608, ttl=60 (request in 178)"
"180","83.654467","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xfb95, seq=24579/864, ttl=64 (reply in 181)"
"181","83.715633","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xfb95, seq=24579/864, ttl=60 (request in 180)"
"182","84.716582","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xfc95, seq=24580/1120, ttl=64 (reply in 183)"
"183","84.788167","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xfc95, seq=24580/1120, ttl=60 (request in 182)"
"184","85.790845","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xfd95, seq=24581/1376, ttl=64 (reply in 185)"
"185","85.840146","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xfd95, seq=24581/1376, ttl=60 (request in 184)"
"186","86.841723","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xfe95, seq=24582/1632, ttl=64 (reply in 187)"
"187","86.895860","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xfe95, seq=24582/1632, ttl=60 (request in 186)"
"188","87.506265","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"189","87.896774","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xff95, seq=24583/1888, ttl=64 (reply in 190)"
"190","87.939960","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xff95, seq=24583/1888, ttl=60 (request in 189)"
"191","88.940726","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0096, seq=24584/2144, ttl=64 (reply in 192)"
"192","88.998956","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x0096, seq=24584/2144, ttl=60 (request in 191)"
"193","90.000424","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0196, seq=24585/2400, ttl=64 (reply in 194)"
"194","90.050691","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x0196, seq=24585/2400, ttl=60 (request in 193)"
"195","90.338972","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"196","91.051485","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0296, seq=24586/2656, ttl=64 (reply in 197)"
"197","91.093922","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x0296, seq=24586/2656, ttl=60 (request in 196)"
"198","92.095538","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0396, seq=24587/2912, ttl=64 (reply in 199)"
"199","92.142432","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x0396, seq=24587/2912, ttl=60 (request in 198)"
"200","93.144014","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0496, seq=24588/3168, ttl=64 (reply in 201)"
"201","93.193893","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x0496, seq=24588/3168, ttl=60 (request in 200)"
"202","94.195177","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0596, seq=24589/3424, ttl=64 (reply in 203)"
"203","94.258296","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x0596, seq=24589/3424, ttl=60 (request in 202)"
"204","95.259599","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0696, seq=24590/3680, ttl=64 (reply in 205)"
"205","95.332349","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x0696, seq=24590/3680, ttl=60 (request in 204)"
"206","96.333845","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0896, seq=24591/3936, ttl=64 (reply in 207)"
"207","96.386222","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x0896, seq=24591/3936, ttl=60 (request in 206)"
"208","97.387462","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0996, seq=24592/4192, ttl=64 (reply in 209)"
"209","97.447481","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x0996, seq=24592/4192, ttl=60 (request in 208)"
"210","97.519602","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
