"No.","Time","Source","Destination","Protocol","Length","Info"
"79","44.018436","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xed14, seq=50877/48582, ttl=64 (reply in 80)"
"80","44.075776","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xed14, seq=50877/48582, ttl=60 (request in 79)"
"81","44.240736","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"82","45.077000","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xee14, seq=50878/48838, ttl=64 (reply in 83)"
"83","45.135703","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xee14, seq=50878/48838, ttl=60 (request in 82)"
"84","46.137860","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xef14, seq=50879/49094, ttl=64 (reply in 85)"
"85","46.196374","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xef14, seq=50879/49094, ttl=60 (request in 84)"
"86","47.197363","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xf014, seq=50880/49350, ttl=64 (reply in 87)"
"87","47.249216","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xf014, seq=50880/49350, ttl=60 (request in 86)"
"88","48.251107","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xf114, seq=50881/49606, ttl=64 (no response found!)"
"89","48.262292","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"90","49.263731","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xf214, seq=50882/49862, ttl=64 (no response found!)"
"91","49.264692","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"92","50.266462","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xf314, seq=50883/50118, ttl=64 (no response found!)"
"93","50.268928","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"94","51.269419","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xf414, seq=50884/50374, ttl=64 (no response found!)"
"95","51.273085","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"96","51.376558","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"97","52.274013","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xf514, seq=50885/50630, ttl=64 (no response found!)"
"98","52.277463","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"99","53.278660","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xf614, seq=50886/50886, ttl=64 (no response found!)"
"100","53.288060","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"101","53.329047","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"102","54.289248","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xf714, seq=50887/51142, ttl=64 (no response found!)"
"103","54.295387","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"104","55.296253","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xf814, seq=50888/51398, ttl=64 (no response found!)"
"105","55.298900","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"106","56.301140","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xf914, seq=50889/51654, ttl=64 (no response found!)"
"107","56.308678","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"108","57.309698","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xfa14, seq=50890/51910, ttl=64 (no response found!)"
"109","57.311857","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"110","58.312482","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xfb14, seq=50891/52166, ttl=64 (reply in 111)"
"111","58.354685","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xfb14, seq=50891/52166, ttl=60 (request in 110)"
"112","59.355195","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xfc14, seq=50892/52422, ttl=64 (reply in 113)"
"113","59.399055","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xfc14, seq=50892/52422, ttl=60 (request in 112)"
"114","60.400598","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xfd14, seq=50893/52678, ttl=64 (reply in 115)"
"115","60.464689","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xfd14, seq=50893/52678, ttl=60 (request in 114)"
"116","61.383621","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"117","61.466115","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xfe14, seq=50894/52934, ttl=64 (reply in 118)"
"118","61.518081","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xfe14, seq=50894/52934, ttl=60 (request in 117)"
"119","62.519327","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xff14, seq=50895/53190, ttl=64 (reply in 120)"
"120","62.580964","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xff14, seq=50895/53190, ttl=60 (request in 119)"
"121","63.097631","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"122","63.262668","ca:01:38:f4:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","350","Device ID: R1  Port ID: FastEthernet0/0  "
"123","63.582955","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0015, seq=50896/53446, ttl=64 (reply in 124)"
"124","63.626167","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x0015, seq=50896/53446, ttl=60 (request in 123)"
"125","64.627660","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0115, seq=50897/53702, ttl=64 (reply in 126)"
"126","64.672653","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x0115, seq=50897/53702, ttl=60 (request in 125)"
"127","65.674348","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0215, seq=50898/53958, ttl=64 (reply in 128)"
"128","65.751518","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x0215, seq=50898/53958, ttl=60 (request in 127)"
"129","66.754518","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0315, seq=50899/54214, ttl=64 (reply in 130)"
"130","66.815458","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x0315, seq=50899/54214, ttl=60 (request in 129)"
"131","67.816242","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0415, seq=50900/54470, ttl=64 (reply in 132)"
"132","67.886259","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x0415, seq=50900/54470, ttl=60 (request in 131)"
"133","68.887138","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0515, seq=50901/54726, ttl=64 (reply in 134)"
"134","68.943043","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x0515, seq=50901/54726, ttl=60 (request in 133)"
"135","69.944569","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0615, seq=50902/54982, ttl=64 (reply in 136)"
"136","70.010654","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x0615, seq=50902/54982, ttl=60 (request in 135)"
"137","71.012089","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0715, seq=50903/55238, ttl=64 (reply in 138)"
"138","71.059377","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x0715, seq=50903/55238, ttl=60 (request in 137)"
"139","71.410404","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"140","72.061600","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0915, seq=50904/55494, ttl=64 (reply in 141)"
"141","72.106154","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x0915, seq=50904/55494, ttl=60 (request in 140)"
"142","72.735613","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"143","73.108056","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0a15, seq=50905/55750, ttl=64 (reply in 144)"
"144","73.150993","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x0a15, seq=50905/55750, ttl=60 (request in 143)"
"145","74.153096","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0b15, seq=50906/56006, ttl=64 (reply in 146)"
"146","74.201819","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x0b15, seq=50906/56006, ttl=60 (request in 145)"
"147","75.204190","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0c15, seq=50907/56262, ttl=64 (reply in 148)"
"148","75.251825","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x0c15, seq=50907/56262, ttl=60 (request in 147)"
"149","76.253910","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0d15, seq=50908/56518, ttl=64 (reply in 150)"
"150","76.315135","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x0d15, seq=50908/56518, ttl=60 (request in 149)"
"151","77.315755","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0e15, seq=50909/56774, ttl=64 (reply in 152)"
"152","77.359850","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x0e15, seq=50909/56774, ttl=60 (request in 151)"
"153","78.361601","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0f15, seq=50910/57030, ttl=64 (reply in 154)"
"154","78.434612","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x0f15, seq=50910/57030, ttl=60 (request in 153)"
"155","79.436747","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x1015, seq=50911/57286, ttl=64 (reply in 156)"
"156","79.497396","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x1015, seq=50911/57286, ttl=60 (request in 155)"
"157","80.499210","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x1115, seq=50912/57542, ttl=64 (reply in 158)"
"158","80.560060","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x1115, seq=50912/57542, ttl=60 (request in 157)"
"159","81.404978","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"160","81.561773","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x1215, seq=50913/57798, ttl=64 (reply in 161)"
"161","81.610151","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x1215, seq=50913/57798, ttl=60 (request in 160)"
"162","82.270822","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"163","82.611445","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x1315, seq=50914/58054, ttl=64 (reply in 164)"
"164","82.652633","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x1315, seq=50914/58054, ttl=60 (request in 163)"
"165","83.653578","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x1415, seq=50915/58310, ttl=64 (reply in 166)"
"166","83.713183","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x1415, seq=50915/58310, ttl=60 (request in 165)"
"167","84.714649","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x1515, seq=50916/58566, ttl=64 (reply in 168)"
"168","84.761383","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x1515, seq=50916/58566, ttl=60 (request in 167)"
"169","85.762728","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x1615, seq=50917/58822, ttl=64 (reply in 170)"
"170","85.819221","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x1615, seq=50917/58822, ttl=60 (request in 169)"
"171","86.821045","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x1715, seq=50918/59078, ttl=64 (reply in 172)"
"172","86.900958","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x1715, seq=50918/59078, ttl=60 (request in 171)"
"173","87.902289","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x1815, seq=50919/59334, ttl=64 (reply in 174)"
"174","87.953604","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x1815, seq=50919/59334, ttl=60 (request in 173)"
"175","88.954504","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x1915, seq=50920/59590, ttl=64 (reply in 176)"
"176","88.996958","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x1915, seq=50920/59590, ttl=60 (request in 175)"
"177","89.997815","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x1a15, seq=50921/59846, ttl=64 (reply in 178)"
"178","90.049892","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x1a15, seq=50921/59846, ttl=60 (request in 177)"
"179","91.051124","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x1c15, seq=50922/60102, ttl=64 (reply in 180)"
"180","91.093252","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x1c15, seq=50922/60102, ttl=60 (request in 179)"
"181","91.413477","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"182","91.612640","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"183","92.094023","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x1d15, seq=50923/60358, ttl=64 (reply in 184)"
"184","92.138518","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x1d15, seq=50923/60358, ttl=60 (request in 183)"
"185","93.139273","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x1e15, seq=50924/60614, ttl=64 (reply in 186)"
"186","93.190011","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x1e15, seq=50924/60614, ttl=60 (request in 185)"
"187","94.191586","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x1f15, seq=50925/60870, ttl=64 (reply in 188)"
"188","94.240945","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x1f15, seq=50925/60870, ttl=60 (request in 187)"
"189","95.241979","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x2015, seq=50926/61126, ttl=64 (reply in 190)"
"190","95.289993","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x2015, seq=50926/61126, ttl=60 (request in 189)"
"191","96.290522","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x2115, seq=50927/61382, ttl=64 (reply in 192)"
"192","96.364569","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x2115, seq=50927/61382, ttl=60 (request in 191)"
"193","97.365295","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x2215, seq=50928/61638, ttl=64 (reply in 194)"
"194","97.426978","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x2215, seq=50928/61638, ttl=60 (request in 193)"
"195","98.428789","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x2315, seq=50929/61894, ttl=64 (reply in 196)"
"196","98.497374","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x2315, seq=50929/61894, ttl=60 (request in 195)"
"197","99.500002","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x2415, seq=50930/62150, ttl=64 (reply in 198)"
"198","99.562285","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x2415, seq=50930/62150, ttl=60 (request in 197)"
"199","100.563354","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x2515, seq=50931/62406, ttl=64 (reply in 200)"
"200","100.607560","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x2515, seq=50931/62406, ttl=60 (request in 199)"
"201","100.969783","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"202","101.414941","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"203","101.608589","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x2615, seq=50932/62662, ttl=64 (reply in 204)"
"204","101.673325","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x2615, seq=50932/62662, ttl=60 (request in 203)"
"205","102.675332","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x2715, seq=50933/62918, ttl=64 (reply in 206)"
"206","102.733893","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x2715, seq=50933/62918, ttl=60 (request in 205)"
"207","103.735388","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x2815, seq=50934/63174, ttl=64 (reply in 208)"
"208","103.807170","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x2815, seq=50934/63174, ttl=60 (request in 207)"
"209","104.808252","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x2915, seq=50935/63430, ttl=64 (reply in 210)"
"210","104.861026","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x2915, seq=50935/63430, ttl=60 (request in 209)"
