0,0,0,3
0,0,0,3
0,0,1,3
0,0,1,4
0,0,0,3
0,0,1,3
0,0,0,3
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,3
0,0,1,4
0,0,0,3
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,1,4
0,0,1,3
0,0,0,3
702,1,0,2
519,1,0,2
0,0,1,4
439,1,0,2
0,0,0,3
0,0,1,4
0,0,0,3
504,1,0,2
0,0,1,4
0,0,0,3
0,0,0,3
689,1,0,2
513,1,0,2
0,0,1,4
511,1,0,2
509,1,0,2
0,0,0,3
0,0,1,4
2609,1,0,1
472,1,0,2
0,0,1,4
506,1,0,2
492,1,0,2
0,0,0,3
0,0,1,4
2510,1,0,1
1977,1,0,1
506,1,0,2
515,1,0,2
2302,1,0,1
3101,1,0,1
2790,1,0,1
2172,1,0,1
0,0,0,3
606,1,0,2
2741,1,0,1
2456,1,0,1
444,1,0,2
2314,1,0,1
0,0,1,4
0,0,0,3
0,0,1,4
2684,1,0,1
2694,1,0,1
0,0,0,3
480,1,0,2
2494,1,0,1
2814,1,0,1
546,1,0,2
608,1,0,2
0,0,1,4
2078,1,0,1
2068,1,0,1
0,0,0,3
0,0,1,4
0,0,0,3
581,1,0,2
2506,1,0,1
0,0,1,4
585,1,0,2
2700,1,0,1
2276,1,0,1
0,0,0,3
2339,1,0,1
0,0,1,4
544,1,0,2
602,1,0,2
605,1,0,2
2356,1,0,1
2489,1,0,1
2778,1,0,1
2778,1,0,1
0,0,0,3
0,0,1,4
2594,1,0,1
633,1,0,2
431,1,0,2
6362,1,0,0
8892,1,0,0
464,1,0,2
502,1,0,2
3007,1,0,1
532,1,0,2
718,1,0,2
444,1,0,2
2145,1,0,1
2989,1,0,1
2186,1,0,1
416,1,0,2
6332,1,0,0
637,1,0,2
3071,1,0,1
2223,1,0,1
2095,1,0,1
2723,1,0,1
6393,1,0,0
7147,1,0,0
1943,1,0,1
6330,1,0,0
436,1,0,2
512,1,0,2
0,0,0,3
415,1,0,2
598,1,0,2
0,0,1,4
632,1,0,2
569,1,0,2
0,0,0,3
2471,1,0,1
416,1,0,2
2694,1,0,1
0,0,1,4
0,0,0,3
440,1,0,2
447,1,0,2
630,1,0,2
578,1,0,2
0,0,1,4
0,0,0,3
2935,1,0,1
437,1,0,2
429,1,0,2
2678,1,0,1
521,1,0,2
599,1,0,2
0,0,1,4
0,0,0,3
827,1,0,2
2345,1,0,1
518,1,0,2
0,0,1,4
416,1,0,2
541,1,0,2
2711,1,0,1
525,1,0,2
504,1,0,2
498,1,0,2
2490,1,0,1
0,0,0,3
495,1,0,2
0,0,0,3
0,0,1,4
512,1,0,2
841,1,0,2
0,0,1,4
454,1,0,2
657,1,0,2
0,0,0,3
613,1,0,2
624,1,0,2
0,0,1,4
643,1,0,2
0,0,0,3
607,1,0,2
0,0,0,3
0,0,1,4
0,0,1,4
0,0,0,3
0,0,0,3
0,0,1,4
736,1,0,2
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,1,4
0,0,0,3
701,1,0,2
556,1,0,2
505,1,0,2
0,0,1,4
498,1,0,2
6329,1,0,0
506,1,0,2
0,0,0,3
6380,1,0,0
420,1,0,2
6410,1,0,0
528,1,0,2
0,0,1,4
495,1,0,2
827,1,0,2
585,1,0,2
700,1,0,2
488,1,0,2
6416,1,0,0
0,0,0,3
6543,1,0,0
6489,1,0,0
0,0,1,4
8004,1,0,0
0,0,0,3
6485,1,0,0
0,0,1,4
525,1,0,2
492,1,0,2
0,0,0,3
0,0,1,4
6372,1,0,0
491,1,0,2
489,1,0,2
6400,1,0,0
518,1,0,2
600,1,0,2
8344,1,0,0
6528,1,0,0
0,0,0,3
503,1,0,2
8511,1,0,0
0,0,0,3
718,1,0,2
0,0,1,4
0,0,1,4
696,1,0,2
0,0,0,3
0,0,1,4
0,0,0,3
2481,1,0,1
0,0,1,4
0,0,0,3
592,1,0,2
2954,1,0,1
0,0,1,4
497,1,0,2
2467,1,0,1
0,0,0,3
0,0,0,3
561,1,0,2
0,0,1,4
2319,1,0,1
2121,1,0,1
2452,1,0,1
2674,1,0,1
0,0,0,3
0,0,1,3
0,0,0,3
2281,1,0,1
0,0,1,4
0,0,0,3
0,0,1,4
2528,1,0,1
0,0,0,3
0,0,0,3
0,0,1,4
0,0,1,3
2404,1,0,1
0,0,0,3
2849,1,0,1
0,0,0,3
0,0,1,3
0,0,1,4
0,0,0,3
0,0,1,3
2908,1,0,1
0,0,0,3
2805,1,0,1
0,0,0,3
2620,1,0,1
0,0,1,3
0,0,1,4
6532,1,0,0
6505,1,0,0
2598,1,0,1
0,0,0,3
8067,1,0,0
2536,1,0,1
2796,1,0,1
0,0,1,3
7667,1,0,0
0,0,0,3
7550,1,0,0
8385,1,0,0
0,0,1,3
0,0,0,3
0,0,1,3
2316,1,0,1
0,0,0,3
2448,1,0,1
2747,1,0,1
0,0,0,3
0,0,1,4
0,0,1,3
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,3
568,1,0,2
0,0,0,3
456,1,0,2
713,1,0,2
2900,1,0,1
2783,1,0,1
0,0,1,4
604,1,0,2
489,1,0,2
733,1,0,2
0,0,0,3
0,0,1,4
428,1,0,2
420,1,0,2
608,1,0,2
683,1,0,2
2044,1,0,1
573,1,0,2
0,0,0,3
0,0,1,4
494,1,0,2
0,0,0,3
0,0,1,4
2700,1,0,1
0,0,0,3
468,1,0,2
721,1,0,2
752,1,0,2
2902,1,0,1
526,1,0,2
0,0,1,4
491,1,0,2
0,0,0,3
522,1,0,2
0,0,1,4
430,1,0,2
0,0,0,3
488,1,0,2
2309,1,0,1
2402,1,0,1
0,0,1,4
608,1,0,2
2265,1,0,1
2238,1,0,1
2754,1,0,1
0,0,0,3
611,1,0,2
0,0,1,4
511,1,0,2
0,0,0,3
0,0,0,3
6394,1,0,0
6420,1,0,0
6439,1,0,0
2457,1,0,1
2596,1,0,1
6506,1,0,0
497,1,0,2
586,1,0,2
616,1,0,2
468,1,0,2
6525,1,0,0
438,1,0,2
2610,1,0,1
6402,1,0,0
3088,1,0,1
420,1,0,2
6609,1,0,0
622,1,0,2
691,1,0,2
2573,1,0,1
809,1,0,2
2368,1,0,1
2558,1,0,1
8102,1,0,0
716,1,0,2
2726,1,0,1
2476,1,0,1
2772,1,0,1
431,1,0,2
6398,1,0,0
2686,1,0,1
6322,1,0,0
519,1,0,2
514,1,0,2
6359,1,0,0
830,1,0,2
6598,1,0,0
2472,1,0,1
434,1,0,2
6494,1,0,0
6403,1,0,0
516,1,0,2
6460,1,0,0
2863,1,0,1
2458,1,0,1
515,1,0,2
2207,1,0,1
2483,1,0,1
508,1,0,2
2681,1,0,1
6390,1,0,0
6550,1,0,0
3484,1,0,1
2599,1,0,1
2317,1,0,1
2785,1,0,1
445,1,0,2
2025,1,0,1
6408,1,0,0
513,1,0,2
6409,1,0,0
6492,1,0,0
11510,1,0,0
501,1,0,2
6528,1,0,0
2758,1,0,1
2356,1,0,1
6562,1,0,0
2083,1,0,1
2555,1,0,1
2078,1,0,1
594,1,0,2
0,0,0,3
0,0,1,4
2898,1,0,1
0,0,0,3
2862,1,0,1
620,1,0,2
0,0,1,4
667,1,0,2
0,0,0,3
2361,1,0,1
2837,1,0,1
2484,1,0,1
3612,1,0,1
2664,1,0,1
0,0,1,4
2585,1,0,1
0,0,0,3
466,1,0,2
0,0,1,4
444,1,0,2
0,0,0,3
458,1,0,2
424,1,0,2
528,1,0,2
0,0,1,4
0,0,0,3
0,0,1,4
616,1,0,2
701,1,0,2
432,1,0,2
694,1,0,2
2654,1,0,1
708,1,0,2
3430,1,0,1
0,0,0,3
0,0,1,3
0,0,0,3
0,0,1,4
0,0,0,3
0,0,0,3
2770,1,0,1
0,0,1,3
2765,1,0,1
0,0,0,3
0,0,1,4
3230,1,0,1
0,0,1,3
0,0,0,3
0,0,0,3
2891,1,0,1
0,0,1,3
2816,1,0,1
0,0,1,4
6999,1,0,0
9248,1,0,0
6502,1,0,0
9065,1,0,0
2945,1,0,1
8373,1,0,0
6352,1,0,0
6367,1,0,0
6332,1,0,0
0,0,0,3
3796,1,0,1
0,0,0,3
6341,1,0,0
0,0,1,3
0,0,0,3
6502,1,0,0
6403,1,0,0
0,0,1,4
6529,1,0,0
0,0,0,3
6568,1,0,0
0,0,1,3
6396,1,0,0
0,0,0,3
0,0,1,4
6336,1,0,0
6729,1,0,0
6759,1,0,0
6331,1,0,0
6468,1,0,0
0,0,1,3
0,0,0,3
0,0,1,3
0,0,0,3
0,0,1,3
6351,1,0,0
6337,1,0,0
0,0,0,3
0,0,1,3
0,0,0,3
0,0,1,4
590,1,0,2
503,1,0,2
6336,1,0,0
0,0,0,3
6339,1,0,0
0,0,1,4
6607,1,0,0
438,1,0,2
517,1,0,2
438,1,0,2
432,1,0,2
0,0,0,3
0,0,1,4
0,0,0,3
507,1,0,2
0,0,1,4
6463,1,0,0
6456,1,0,0
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
470,1,0,2
441,1,0,2
6465,1,0,0
0,0,0,3
0,0,1,4
478,1,0,2
617,1,0,2
512,1,0,2
2475,1,0,1
6582,1,0,0
428,1,0,2
3076,1,0,1
2196,1,0,1
6350,1,0,0
2159,1,0,1
2349,1,0,1
528,1,0,2
2760,1,0,1
2366,1,0,1
6579,1,0,0
7197,1,0,0
2573,1,0,1
496,1,0,2
3113,1,0,1
2800,1,0,1
6559,1,0,0
6451,1,0,0
433,1,0,2
6838,1,0,0
6983,1,0,0
426,1,0,2
618,1,0,2
0,0,0,3
9919,1,0,0
0,0,0,3
0,0,1,3
2592,1,0,1
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
2695,1,0,1
0,0,0,3
0,0,1,4
0,0,0,3
2493,1,0,1
2548,1,0,1
0,0,1,3
0,0,1,4
0,0,0,3
2714,1,0,1
0,0,0,3
2492,1,0,1
0,0,1,4
0,0,0,3
0,0,1,4
0,0,1,3
2580,1,0,1
2877,1,0,1
0,0,0,3
2498,1,0,1
0,0,1,3
0,0,0,3
2435,1,0,1
0,0,1,3
0,0,0,3
0,0,0,3
0,0,1,3
0,0,1,4
0,0,0,3
0,0,0,3
0,0,1,4
2289,1,0,1
3624,1,0,1
2810,1,0,1
2703,1,0,1
0,0,0,3
0,0,1,4
2496,1,0,1
0,0,1,3
0,0,0,3
0,0,0,3
0,0,1,3
0,0,0,3
0,0,1,4
8882,1,0,0
0,0,1,3
0,0,0,3
8283,1,0,0
6358,1,0,0
7304,1,0,0
8038,1,0,0
2460,1,0,1
6586,1,0,0
0,0,1,3
522,1,0,2
2353,1,0,1
500,1,0,2
503,1,0,2
