0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
2609,1,0,1
2510,1,0,1
1977,1,0,1
2302,1,0,1
3101,1,0,1
2790,1,0,1
2172,1,0,1
2741,1,0,1
2456,1,0,1
2314,1,0,1
2684,1,0,1
2694,1,0,1
2494,1,0,1
2814,1,0,1
2078,1,0,1
2068,1,0,1
2506,1,0,1
2700,1,0,1
2276,1,0,1
2339,1,0,1
2356,1,0,1
2489,1,0,1
2778,1,0,1
2778,1,0,1
2594,1,0,1
3007,1,0,1
2145,1,0,1
2989,1,0,1
2186,1,0,1
3071,1,0,1
2223,1,0,1
2095,1,0,1
2723,1,0,1
1943,1,0,1
2471,1,0,1
2694,1,0,1
2935,1,0,1
2678,1,0,1
2345,1,0,1
2711,1,0,1
2490,1,0,1
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
2481,1,0,1
2954,1,0,1
2467,1,0,1
2319,1,0,1
2121,1,0,1
2452,1,0,1
2674,1,0,1
2281,1,0,1
2528,1,0,1
2404,1,0,1
2849,1,0,1
2908,1,0,1
2805,1,0,1
2620,1,0,1
2598,1,0,1
2536,1,0,1
2796,1,0,1
2316,1,0,1
2448,1,0,1
2747,1,0,1
2900,1,0,1
2783,1,0,1
2044,1,0,1
2700,1,0,1
2902,1,0,1
2309,1,0,1
2402,1,0,1
2265,1,0,1
2238,1,0,1
2754,1,0,1
2457,1,0,1
2596,1,0,1
2610,1,0,1
3088,1,0,1
2573,1,0,1
2368,1,0,1
2558,1,0,1
2726,1,0,1
2476,1,0,1
2772,1,0,1
2686,1,0,1
2472,1,0,1
2863,1,0,1
2458,1,0,1
2207,1,0,1
2483,1,0,1
2681,1,0,1
3484,1,0,1
2599,1,0,1
2317,1,0,1
2785,1,0,1
2025,1,0,1
2758,1,0,1
2356,1,0,1
2083,1,0,1
2555,1,0,1
2078,1,0,1
2898,1,0,1
2862,1,0,1
2361,1,0,1
2837,1,0,1
2484,1,0,1
3612,1,0,1
2664,1,0,1
2585,1,0,1
2654,1,0,1
3430,1,0,1
2770,1,0,1
2765,1,0,1
3230,1,0,1
2891,1,0,1
2816,1,0,1
2945,1,0,1
3796,1,0,1
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
2475,1,0,1
3076,1,0,1
2196,1,0,1
2159,1,0,1
2349,1,0,1
2760,1,0,1
2366,1,0,1
2573,1,0,1
3113,1,0,1
2800,1,0,1
2592,1,0,1
2695,1,0,1
2493,1,0,1
2548,1,0,1
2714,1,0,1
2492,1,0,1
2580,1,0,1
2877,1,0,1
2498,1,0,1
2435,1,0,1
2289,1,0,1
3624,1,0,1
2810,1,0,1
2703,1,0,1
2496,1,0,1
2460,1,0,1
2353,1,0,1
3383,1,0,1
1915,1,0,1
2483,1,0,1
2795,1,0,1
2750,1,0,1
2797,1,0,1
2122,1,0,1
2780,1,0,1
2617,1,0,1
2677,1,0,1
3001,1,0,1
3202,1,0,1
2096,1,0,1
2467,1,0,1
2761,1,0,1
3078,1,0,1
3007,1,0,1
2093,1,0,1
2394,1,0,1
2569,1,0,1
2386,1,0,1
2197,1,0,1
2595,1,0,1
2425,1,0,1
3460,1,0,1
2025,1,0,1
2349,1,0,1
2671,1,0,1
2879,1,0,1
2749,1,0,1
2515,1,0,1
2075,1,0,1
3678,1,0,1
2608,1,0,1
2232,1,0,1
3025,1,0,1
2669,1,0,1
2128,1,0,1
2657,1,0,1
2774,1,0,1
2275,1,0,1
2292,1,0,1
2284,1,0,1
2855,1,0,1
2656,1,0,1
2054,1,0,1
2786,1,0,1
1969,1,0,1
2906,1,0,1
2184,1,0,1
2116,1,0,1
2713,1,0,1
2427,1,0,1
2266,1,0,1
2390,1,0,1
2375,1,0,1
3220,1,0,1
2692,1,0,1
3102,1,0,1
2858,1,0,1
2928,1,0,1
2482,1,0,1
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
0,0,0,3
0,0,1,4
2875,1,0,1
2179,1,0,1
2879,1,0,1
2729,1,0,1
2263,1,0,1
2772,1,0,1
2752,1,0,1
2571,1,0,1
0,0,0,3
0,0,0,3
